fonte_recursos,tipo_receita,descricao,arrecadado
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,Receita,19280111 - INDENIZAC,1287071.87
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,Receita,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,404127102.83
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,Receita,19901211 - ENCARGOS LEGAIS INSCR. DIV.ATIVA-PRINCIPAL,525667.57
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,Receita,19909911 - OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL,288815511.98
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,Receita,19909912 - OUTRAS RECEITAS - PRIMARIAS - MULTAS E JUROS,115128.73
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,Receita,19909921 - OUTRAS RECEITAS - FINANCEIRAS - PRINCIPAL,0
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,Receita,22130011 - ALIENACAO BENS MOVEIS/SEMOVENTES- PRINCIPAL,46658315.39
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,Receita,22200011 - ALIENACAO DE BENS IMOVEIS - PRINCIPAL,742431.51
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,Receita,23000611 - AMORTIZACAO EMPRESTIMO CONTRATUAL-PRINCIPAL,3676544.87
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,Receita,24281021 - TRANSF.CONVENIO ESTADOS AO PROG. EDUC-PRINC,92552.34
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,Receita,29900011 - DEMAIS RECEITAS DE CAPITAL - PRINCIPAL,25022622.03
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,Receita,72180141 - CONTR.PATR.-PAGTO SENT.JUD.-RPPS,630359.87
005 - RECURSOS VINCULADOS FEDERAIS,Receita,11130111 - IRRF - IMP.RENDA PESSOA FISICA-PRINCIPAL,12216.16
005 - RECURSOS VINCULADOS FEDERAIS,Receita,11130341 - IRRF-OUTROS RENDIMENTOS-PRINCIPAL,47.25
005 - RECURSOS VINCULADOS FEDERAIS,Receita,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,68525137.74
005 - RECURSOS VINCULADOS FEDERAIS,Receita,17180171 - COTA-PARTE CIDE-CONT.INTERV. DOM.ECON.-PRINC,143989219.79
005 - RECURSOS VINCULADOS FEDERAIS,Receita,17180351 - TRANSFERENCIA REC.SUS-GESTAO SUS - PRINCIPAL,1760019458.19
005 - RECURSOS VINCULADOS FEDERAIS,Receita,17180391 - TRANSF.REC.SUS-OUTRO PROG.TRANSF FDO/FDO-PRI,3320851814.60
005 - RECURSOS VINCULADOS FEDERAIS,Receita,17180511 - TRANSFERENCIA DO SALARIO-EDUCACAO - PRINCIPA,2017084336.41
005 - RECURSOS VINCULADOS FEDERAIS,Receita,17180521 - TRANF.DIRETA FNDE-PROG.DINHEIRO ESCOLA-PRINC,61510961.48
005 - RECURSOS VINCULADOS FEDERAIS,Receita,17180531 - TRANF.DIRETA FNDE-PROG.NAC.ALIM. ESCOLA-PRIN,180984572.11
005 - RECURSOS VINCULADOS FEDERAIS,Receita,17180591 - OUTRAS TRANSF. DIRETAS DO FNDE - PRINCIPAL,21244771.85
005 - RECURSOS VINCULADOS FEDERAIS,Receita,17180811 - TRANSF.ADVINDA EMENDA PARLAM. INDIV-PRINCIPA,400000.00
005 - RECURSOS VINCULADOS FEDERAIS,Receita,17181011 - TRANSF.CONVENIOS UNIAO PARA  SUS - PRINCIPAL,0
005 - RECURSOS VINCULADOS FEDERAIS,Receita,17181021 - TRANSF.CONVENIO UNIAO A PROG.EDUCACAO-PRINC.,254868.20
005 - RECURSOS VINCULADOS FEDERAIS,Receita,17181091 - OUTRAS TRANSF.CONVENIOS UNIAO - PRINCIPAL,173145240.70
005 - RECURSOS VINCULADOS FEDERAIS,Receita,17181211 - TRANSF.REC.FNAS-FDO NAC. ASSIST.SOC-PRINCIPA,1580100.00
005 - RECURSOS VINCULADOS FEDERAIS,Receita,17189911 - OUTRAS TRANSFERENCIAS DA UNIAO - PRINCIPAL,45037822.47
005 - RECURSOS VINCULADOS FEDERAIS,Receita,17281091 - OUTRAS TRANSF.CONVENIOS ESTADO-PRINCIPAL,2549.96
005 - RECURSOS VINCULADOS FEDERAIS,Receita,19100111 - MULTAS PREVISTAS LEG. ESPECIFICA-PRINCIPAL,87034.56
005 - RECURSOS VINCULADOS FEDERAIS,Receita,19100911 - MULTAS JUROS PREVISTOS EM CONTRATOS-PRINCIPA,31.87
005 - RECURSOS VINCULADOS FEDERAIS,Receita,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,7502630.53
005 - RECURSOS VINCULADOS FEDERAIS,Receita,19900311 - COMPENSACAO FIN. ENTRE RGPS E RPPS-PRINCIPAL,249866239.47
005 - RECURSOS VINCULADOS FEDERAIS,Receita,19909911 - OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL,7869241.66
005 - RECURSOS VINCULADOS FEDERAIS,Receita,19909921 - OUTRAS RECEITAS - FINANCEIRAS - PRINCIPAL,0
005 - RECURSOS VINCULADOS FEDERAIS,Receita,24180451 - TRANSF.RECURSOS SUS A GESTAO DO SUS-PRINCIPA,761922.13
005 - RECURSOS VINCULADOS FEDERAIS,Receita,24180461 - OUTRAS TRANSFERENCIAS RECURSOS SUS-PRINCIPAL,43124510.47
005 - RECURSOS VINCULADOS FEDERAIS,Receita,24181011 - TRANSF.CONVENIO DA UNIAO AO SUS-PRINCIPAL,1456060.00
005 - RECURSOS VINCULADOS FEDERAIS,Receita,24181091 - OUTRAS TRANSF.CONVENIOS DA UNIAO-PRINCIPAL,480230118.19
006 - OUTRAS FONTES DE RECURSOS,Receita,11130111 - IRRF - IMP.RENDA PESSOA FISICA-PRINCIPAL,198987.31
006 - OUTRAS FONTES DE RECURSOS,Receita,11130341 - IRRF-OUTROS RENDIMENTOS-PRINCIPAL,13923.44
006 - OUTRAS FONTES DE RECURSOS,Receita,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,0.01
006 - OUTRAS FONTES DE RECURSOS,Receita,19100111 - MULTAS PREVISTAS LEG. ESPECIFICA-PRINCIPAL,4570.58
006 - OUTRAS FONTES DE RECURSOS,Receita,19909911 - OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL,1091474045.31
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,Receita,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,105360136.20
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,Receita,17180351 - TRANSFERENCIA REC.SUS-GESTAO SUS - PRINCIPAL,0
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,Receita,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,371714.87
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,Receita,19901111 - VARIACAO CAMBIAL - PRINCIPAL,21334791.81
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,Receita,21120011 - OPERACAO CRED.CONTRATUAL-MERC.INTERNO-PRINC,706609812.50
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,Receita,21180121 - OPERACAO CRED.INTERNO A PROG. SAUDE-PRINC,6380117.58
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,Receita,21220011 - OPERACAO CRED.CONTRATUAL-MERC.EXTERNO-PRINC,1192871211.10
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,Receita,21280121 - OPERACAO CRED.EXTERNO A PROG. SAUDE-PRINC,153135347.71
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,Receita,21280131 - OPERACAO CRED.EXTERNO A PROG. SANEAM-PRINC,23907579.11
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,Receita,21280141 - OPERACAO CRED.EXTERNO A PROG.MEIO AMB-PRINC,172592483.47
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,Receita,11130111 - IRRF - IMP.RENDA PESSOA FISICA-PRINCIPAL,0
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,Receita,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,0.01
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,Receita,19100111 - MULTAS PREVISTAS LEG. ESPECIFICA-PRINCIPAL,0
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,Receita,11130111 - IRRF - IMP.RENDA PESSOA FISICA-PRINCIPAL,0
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,Receita,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,5354 08
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,Receita,19100111 - MULTAS PREVISTAS LEG. ESPECIFICA-PRINCIPAL,0
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,Receita,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,0
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,Receita,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,0
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,Receita,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,555962.32
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,Receita,13450111 - OUTORGA DIREITO USO REC. HIDRICOS-PRINCIPAL,4 8
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,Receita,17481011 - OUTRA TRANSF.INST.PRIV. AO E/DF/M-PRINCIPAL,16881.72
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,Receita,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,1190.98
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,Receita,19909911 - OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL,1824.98
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,Receita,11130341 - IRRF-OUTROS RENDIMENTOS-PRINCIPAL,0
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,Receita,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,4.56
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,Receita,17180511 - TRANSFERENCIA DO SALARIO-EDUCACAO - PRINCIPA,0
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,Receita,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,126.07
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,Receita,11130111 - IRRF - IMP.RENDA PESSOA FISICA-PRINCIPAL,0
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,Receita,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,110.26
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,Receita,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,0
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,Receita,89100011 - INTEGRALIZACAO CAPITAL SOCIAL-PRINCIPAL INTR,47621156.92
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,11130111 - IRRF - IMP.RENDA PESSOA FISICA-PRINCIPAL,0
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,11130311 - IRRF-IMP. RENDA RET. FTE-TRABALHO-PRINCIPAL,10002119.33
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,11130341 - IRRF-OUTROS RENDIMENTOS-PRINCIPAL,0
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,12180121 - CPSSS-SERV.CIVIL INATIVO - PRINCIPAL,331.41
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,13100111 - ALUGUEIS E ARRENDAMENTOS - PRINCIPAL,0
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,19100111 - MULTAS PREVISTAS LEG. ESPECIFICA-PRINCIPAL,14314.66
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,0
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,19909911 - OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL,13826.88
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,72180311 - CPSSS PATRON-SERV.CIV.ATIVO - PRINCIPAL INTR,5860714248.15
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,72180711 - CONTRIB.PATRONAL-MILITAR ATIVO-PRINC INTRA,1147646092.58
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,72199931 - DEMAIS CONTRIBUICOES SOCIAIS - INSUFICIENCIA,21853823216.43
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,76100111 - SERVICOS ADM/COM. GERAIS-PRINCIPAL INTRA,101746783.35
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,76380191 - OUTROS SERVICOS DE SAUDE-PRINCIPAL INTRA,1300545972.74
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,76909911 - OUTROS SERVICOS -PRINCIPAL INTRAORCAMENTARIA,110380284.10
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,79220311 - RESTITUICAO BENEFICIOS PREV-PRINCIPAL INTRA,3826 09
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,79229911 - OUTRAS RESTITUICOES-PRINC INTRAORCAMENTARIAS,336971056.60
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,89100011 - INTEGRALIZACAO CAPITAL SOCIAL-PRINCIPAL INTR,196542192.36
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,Receita,89900011 - DEMAIS RECEITAS DE CAPITAL-PRINCIPAL INTRA,29097212.89
082 - RECURSOS VINCULADOS ESTADUAIS-INTRA,Receita,72180311 - CPSSS PATRON-SERV.CIV.ATIVO - PRINCIPAL INTR,189805098.62
082 - RECURSOS VINCULADOS ESTADUAIS-INTRA,Receita,72199931 - DEMAIS CONTRIBUICOES SOCIAIS - INSUFICIENCIA,216365188.90
083 - RECURSOS VINCULADOS-FUNDO ESP. DESPESA-INTRA,Receita,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,139587.84
083 - RECURSOS VINCULADOS-FUNDO ESP. DESPESA-INTRA,Receita,76909911 - OUTROS SERVICOS -PRINCIPAL INTRAORCAMENTARIA,36335969.40
083 - RECURSOS VINCULADOS-FUNDO ESP. DESPESA-INTRA,Receita,89900011 - DEMAIS RECEITAS DE CAPITAL-PRINCIPAL INTRA,11267431.79
084 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.-INTRA,Receita,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,68312.35
084 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.-INTRA,Receita,72180311 - CPSSS PATRON-SERV.CIV.ATIVO - PRINCIPAL INTR,563691.68
084 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.-INTRA,Receita,74000011 - RECEITA AGROPECUARIA - PRINCIPAL INTRAORCAME,3744291.08
085 - RECURSOS VINCULADOS FEDERAIS-INTRA,Receita,72199931 - DEMAIS CONTRIBUICOES SOCIAIS - INSUFICIENCIA,8215689.49
085 - RECURSOS VINCULADOS FEDERAIS-INTRA,Receita,76909911 - OUTROS SERVICOS -PRINCIPAL INTRAORCAMENTARIA,142483375.10
085 - RECURSOS VINCULADOS FEDERAIS-INTRA,Receita,89100011 - INTEGRALIZACAO CAPITAL SOCIAL-PRINCIPAL INTR,62713271.63
085 - RECURSOS VINCULADOS FEDERAIS-INTRA,Receita,89900011 - DEMAIS RECEITAS DE CAPITAL-PRINCIPAL INTRA,12392104.67
086 - OUTRAS FONTES DE RECURSOS-INTRA,Receita,89100011 - INTEGRALIZACAO CAPITAL SOCIAL-PRINCIPAL INTR,137377128.78
087 - OP.CRED.CONTR.EXTERIOR-DOT.INIC.CR.SUP-INTRA,Receita,89100011 - INTEGRALIZACAO CAPITAL SOCIAL-PRINCIPAL INTR,46441531.83
099 - EXTRA ORCAMENTARIA,Receita,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,0
